AER,KZN,DYU,KIV,MSQ,TAS,TZX,EVN,KRR,DME,EVN,IST,KRR,LED,OMS,SVO,SVX,TAS,LBD,IST,DME,LBD,SVX,DME,VKO,DME,KJA
ASF,KZN,MRV,DME,LED,SCO,DME,SVO,SAW
CEK,KZN,OVB,OVB,PRG,FRU,OSS,DME,DYU,EVN,LBD,LED,SVO,DME,DWC,DYU,LBD,NMA,OSS,PRG,TAS
DME,KZN,NBC,UUA,ASF,BHK,EGO,FEG,KSQ,NMA,NVI,SKD,TIV,KRR,LED,MJZ,PYJ,RTW,DYU,LBD,AKX,CSY,EGO,ESL,GRV,IJK,MCX,PES,PEZ,SKX,ULV,VKT,VOZ,KIV,ATH,CFU,HER,KGS,RHO,SKG,BUS,DUS,FRA,MUC,TXL,HEL,MSQ,LHR,RIX,FCO,BKK,HKG,CEE,KVK,AKX,CIT,SCO,TJU,DXB,SKG,AUH,SHJ,FRU,VIE,AZN,BHK,FEG,KSQ,NCU,NMA,NVI,SKD,TAS,TMJ,UGC,IJK,KRO,AGP,ALC,BCN,MAD,PMI,OMS,GYD,NRT,MLA,FRU,OSS,FRA,MUC,GVA,ZRH,TLV,CAI,VIE,SAW,KBP,ODS,FRU,OSS,OSW,REN,AMM,AAQ,ABA,AER,ALC,AMM,ASB,ASF,ATH,AUH,BAX,BOJ,BTK,BUS,CEK,DUS,EVN,FRA,GOA,GOJ,GYD,HEL,HER,HKG,HTA,IKT,KBP,KEJ,KGD,KIV,KJA,KRR,KUF,KZN,LBD,LCA,LED,LIS,MAD,MRV,MSQ,MUC,NJC,NOZ,NRT,NSK,NUX,NYM,ODS,OGZ,OMS,OSS,OVB,PEE,PFO,PUY,PWQ,RGK,RHO,ROV,SGC,SIP,SKG,STW,SVX,TBS,TIV,TJM,TJU,TOF,UFA,UGC,UKK,UUD,VAR,VIE,VLC,VOG,VRN,YKS,BRU,IAH,SIN,FKB,LEJ,LED,NCE,DYU,ASB,BKK,LIS,TUN,LGW,MAN,AER,CEK,CGN,FRU,GBB,GOJ,HTA,IKT,KGD,KRR,KUF,KVD,KZN,LED,LLK,LWN,MRV,NCU,NJC,NVI,OSS,OVB,RMI,ROV,SIP,SVX,TIV,TJU,UFA,UUD,VIE,CMB,AER,ALA,ALC,BCN,BHK,BKK,BQS,DLM,DNK,DOK,DWC,DYR,FCO,GDX,GOI,HER,HKG,HKT,HMA,HRG,IAH,IEV,KEJ,KGD,KGF,KHV,KOV,KRR,KUF,KZN,LED,LGW,MRV,MSQ,MXP,NUX,OMS,OVB,PED,PEE,PFO,PKC,PUJ,RHO,RIX,RMI,ROV,SGN,SIN,SIP,SSH,STW,SVX,SYX,TFS,TLV,TOF,TSE,TXL,UFA,UUS,VIE,VNO,VRA,VVO,YKS,CXR,HAN,SGN,AGP,ALC,BCN,PMI,KJA,NSK,BAX,NOJ,NUX,NYM,SLY,TIV,TJM,UFA,FRU,OSS,TGD,TIV,EGO,VOZ,DNK,UKS,FRU
EGO,KGD,KZN,DME,DME,KUF,ROV,FRU,KRR,GOJ,DME,LED
GYD,NBC,CDG,FCO,MXP,MSQ,LHR,RIX,URC,SCO,KBL,SVO,DXB,TAS,OMS,IKA,CDG,DME,DXB,ESB,FCO,FRA,IKA,IST,KBP,KVD,LED,LHR,MRV,MXP,OVB,PEK,PRG,RIX,SAW,SCO,SVX,TBS,TBZ,TLV,VIE,ALA,TSE,ASB,FRA,PRG,VIE,SAW,KBP,TBS,DME,LED,OVB,LED,SVO,IST,SVX,ASB,FRA,KBP,BUD,KJA,UFA
KGD,EGO,TXL,MSQ,RIX,CEE,TAS,KBP,DME,KBP,TXL,LED,SVO,DME,TAS,DME
KZN,AER,ASF,CEK,DME,EGO,LED,SVX,AYT,LED,DWC,SHJ,FEG,SKD,TAS,ALA,DME,LED,SVO,DYU,LBD,IST,DME,DYU,LBD,DME,UFA,FRU,OSS
LED,KZN,NBC,UUA,ASF,ARH,MMK,SCW,DME,OVB,DYU,LBD,CSY,IAR,KVX,MCX,SKX,VOG,VOZ,KIV,ATH,HER,RHO,SKG,TXL,CDG,VCE,HEL,FCO,MXP,VCE,MSQ,LHR,RIX,CEE,UCT,OSL,TJU,DXB,BOJ,DUS,HAM,KZN,PEK,AZN,BHK,FEG,KSQ,NMA,NVI,SKD,TAS,UGC,IJK,BCN,GYD,KVD,ALA,TSE,ICN,AMS,MLA,DUS,FRA,MUC,WAW,GVA,ZRH,TLV,KLV,PRG,VIE,TLL,KBP,EVN,REN,YKS,DME,GYD,HEL,KBP,MSQ,OVB,PEK,SKG,ARN,CPH,AAQ,AER,ALA,AMS,ARH,ARN,AYT,BCN,BHK,BOJ,CDG,CEK,DME,DUS,DYU,EVN,FCO,FRA,FRU,GYD,HAM,HER,IST,KBP,KGD,KGF,KJA,KLV,KRR,KSQ,KUF,KZN,LBD,LCA,MMK,MRV,MUC,MXP,NCE,NMA,NVI,OMS,OSS,OVB,PEE,PRG,RHO,ROV,SCW,SIP,SKD,SVO,SVX,SXF,TAS,TFS,TJM,TLV,TSE,UFA,UGC,VIE,VKO,DYU,LBD,IST,DME,DYU,EVN,LLK,ROV,SVX,TIV,TJU,VIE,KBP,DME,FCO,LCA,MSQ,MXP,PED,PUJ,RHO,VKO,BCN,KJA,LBD,NSK,TJM,FRU,OSS,EGO,VNO,VOZ
MRV,ASF,RTW,SAW,SCO,DXB,TAS,GYD,TLV,DME,EVN,LED,SVO,SVX,TAS,DME,DWC,DXB,DYU,SVX,DME,VKO,SVX
